region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,quantity_returned,seed,unit
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAB-M-142019,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAB-M-142019,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-KAK-M-122750,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-KAK-M-122750,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAG-M-135724,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAG-M-135724,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAN-M-161641,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAN-M-161641,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAK-M-155254,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAK-M-155254,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAR-M-170212,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAR-M-170212,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAS-M-163445,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAS-M-163445,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-133719,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-133719,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-121145,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-121145,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-130224,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-130224,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-170005,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-170005,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-180448,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-180448,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-141128,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-141128,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BUM-M-125035,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BUM-M-125035,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAB-M-152704,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAB-M-152704,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BYA-M-163526,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BYA-M-163526,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BIT-M-163948,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BIT-M-163948,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-CHA-M-143146,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-CHA-M-143146,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAN-M-123721,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAN-M-123721,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAN-M-140630,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAN-M-140630,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAR-M-162642,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAR-M-162642,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-130155,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-130155,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-AGN-F-181347,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-AGN-F-181347,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-AIS-F-144107,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-AIS-F-144107,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALE-M-121814,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALE-M-121814,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALI-F-154234,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALI-F-154234,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALI-F-120549,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALI-F-120549,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALO-M-125550,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ALO-M-125550,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ANN-F-145542,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ANN-F-145542,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAK-F-121552,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BAK-F-121552,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEA-F-153720,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEA-F-153720,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-151140,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BEN-M-151140,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BET-F-144741,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BET-F-144741,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BIF-F-181136,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BIF-F-181136,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BIR-M-175007,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BIR-M-175007,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BRI-M-181222,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BRI-M-181222,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BUM-M-134429,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BUM-M-134429,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BUS-F-115207,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BUS-F-115207,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BYA-M-123546,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BYA-M-123546,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BYA-M-133030,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-BYA-M-133030,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-CHR-M-124154,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-CHR-M-124154,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-CHR-F-145012,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-CHR-F-145012,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAV-M-182214,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DAV-M-182214,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-194307,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-194307,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-164714,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-164714,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-115246,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEN-M-115246,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DIR-M-152341,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DIR-M-152341,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EDW-M-161627,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EDW-M-161627,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ERI-M-152649,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ERI-M-152649,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ELL-M-162249,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ELL-M-162249,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ERI-M-142444,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ERI-M-142444,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ERI-M-115551,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ERI-M-115551,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EST-F-120547,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EST-F-120547,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EVA-F-113640,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EVA-F-113640,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EVA-M-163112,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EVA-M-163112,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EVE-F-144335,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EVE-F-144335,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EZR-M-064139,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-EZR-M-064139,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DIC-M-121612,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DIC-M-121612,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FAR-F-171431,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FAR-F-171431,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEF-M-175406,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEF-M-175406,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FAB-M-132401,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FAB-M-132401,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FLO-F-160638,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FLO-F-160638,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEU-F-170949,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-DEU-F-170949,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEN-F-141549,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEN-F-141549,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FRE-M-121248,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FRE-M-121248,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEO-M-151337,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEO-M-151337,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GER-M-162151,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GER-M-162151,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEO-M-152806,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GEO-M-152806,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GET-F-154731,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GET-F-154731,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-152754,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-152754,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-175900,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-175900,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FRE-M-133435,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-FRE-M-133435,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOD-M-141833,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOD-M-141833,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-143407,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-143407,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOD-M-172329,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOD-M-172329,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOD-M-130325,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOD-M-130325,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOR-F-114102,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GOR-F-114102,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GUD-F-181919,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GUD-F-181919,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-INI-F-145320,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-INI-F-145320,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-153511,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-153511,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ISM-M-160210,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-ISM-M-160210,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOY-F-140941,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOY-F-140941,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOW-F-134516,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOW-F-134516,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JON-M-145816,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JON-M-145816,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAC-F-184325,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAC-F-184325,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAC-F-145820,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAC-F-145820,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GET-F-125905,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-GET-F-125905,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-124610,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-124610,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-134401,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAM-M-134401,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOV-F-141310,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOV-F-141310,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JON-M-144738,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JON-M-144738,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAN-F-125008,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAN-F-125008,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAS-M-143423,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAS-M-143423,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAW-M-153055,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAW-M-153055,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-131403,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-131403,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-125700,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-125700,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-130942,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-130942,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-115958,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOH-M-115958,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAC-M-145742,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JAC-M-145742,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOS-M-132302,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOS-M-132302,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOV-F-130812,4.0,Beans,Kgs
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOV-F-130812,0.3,Irish Potatoes,Bags
Central,Rakai,Kibuuka,Kamununku,2024,B,RAK-KAM-JOV-F-125541,4.0,Beans,Kgs
