region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,category,type
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAK-F-161727-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NDA-F-161944-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MAY-M-100914-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAF-M-102420-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAJ-M-135136-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KYA-M-083648-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEM-M-154827-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NSA-M-174030-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUW-M-162508-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAB-F-181707-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-163406-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAN-F-165030-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAL-F-122036-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SSE-M-085632-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAK-F-115109-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NSA-M-135637-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NSA-M-142006-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KIM-M-141924-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAK-F-173130-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAK-F-192040-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SSE-M-091926-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAY-M-102127-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SAB-M-103516-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAK-F-153521-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAB-F-155155-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAT-M-172234-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAM-F-111404-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SAL-M-143010-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUV-M-130140-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAY-M-152141-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAL-F-164535-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAK-F-163220-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAL-F-162748-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAT-M-141211-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-TUM-M-173538-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAK-M-160503-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAB-F-163936-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUT-F-135135-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUK-M-170208-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUB-M-163619-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NKY-F-140734-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEM-M-123212-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SSE-M-164600-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-TIN-M-161842-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MAG-F-094009-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUW-M-154152-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NYI-F-120333-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-WAL-M-144637-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MUG-M-112717-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SAM-M-095042-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-165346-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEK-M-144841-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-152621-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-BIL-F-155102-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KYA-M-160856-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAM-F-141906-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUK-M-151741-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUK-M-172236-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-BAL-M-104641-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEK-M-181713-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUK-M-124519-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MUK-M-123634-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NVU-M-163218-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MWA-M-143842-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEG-M-193639-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KIM-M-173304-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAG-M-164731-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUT-M-115916-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SAM-M-215130-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAB-M-131642-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAT-M-113721-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KYE-M-174329-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAG-M-160830-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEB-M-140128-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAZ-M-110408-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUS-M-155231-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MAG-M-114933-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEG-M-091301-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEB-M-171229-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-MAD-M-180259-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-RWA-M-133323-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAY-M-182945-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAY-M-170308-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAY-M-174138-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAN-F-190844-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAL-F-165251-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEK-M-145537-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAM-F-165454-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-NAM-F-120815-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-PRO-F-184921-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SAM-M-141423-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-PET-M-115838-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-RAM-M-175602-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-LUK-M-124903-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-PET-M-113315-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-RON-M-172024-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOH-M-171935-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JAN-F-160105-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOS-M-213222-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOS-M-155602-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOS-M-170934-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ANA-M-150719-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAN-F-135352-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-LAW-M-125010-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-LAW-F-161607-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOS-M-171519-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-GOD-M-184506-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-AFR-M-122250-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-KYE-F-184136-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-VIC-M-140712-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-THA-M-145953-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-FAR-M-124903-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-MAR-F-184024-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-DAN-M-164307-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOH-M-194304-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-EDW-M-161552-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-MAR-F-140556-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-185220-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-STE-M-151456-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-GON-M-182247-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-DAV-M-113552-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAM-M-152846-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-MIK-M-193633-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-NAM-M-155653-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOH-M-113805-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-MAR-F-173945-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-LEO-M-120620-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-DOM-M-190753-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ZAK-M-150100-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SAM-M-113238-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JOH-M-114022-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-RON-M-184229-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SAI-F-181916-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SCO-F-114442-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ARC-M-173007-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SSE-M-113152-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-BUL-M-124503-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SED-F-171231-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-GOD-M-174719-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-PRO-F-154434-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-KAT-M-162044-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ZAK-M-131611-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-DAV-M-171002-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SEB-M-181617-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ZIA-M-163932-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-KEL-F-131906-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-GOR-F-161136-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-CHA-M-133025-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-STE-M-155337-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-SAI-M-124223-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-AND-M-163708-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-FAR-M-183403-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-EDW-M-162753-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-AGN-F-130624-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ABD-M-142331-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-PET-F-113950-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-JIM-M-113429-18,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 2)
